Data;Fonte de Datos;Buyer;Buyer Country;Provedor;País do Provedor;Código HS;Descrição do produto;Quantidade;Unidade;Valor;Direção Comercial;Método de Transporte;Tipo de Comércio;Proveedor Declarado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/03/2026;PAKISTAN - IMPORT;INNOVATIVE PRIVATE LIMITED;PAKISTAN;ERNESTO VENTOS S.A;SPAIN;29153990 - SATURATED ACYCLIC MONOCARBOXYLIC ACIDS AND THEIR ANHYDRIDE(..) ESTERS OF ACETIC ACID:OTHER ESTERS OF ACETIC ACID: OTHER: OTHER;VETIKOL ACETATE;10,00;KILOGRAMS;562,06;IMPORT;NOT DECLARED;DECLARATIONS;ERNESTO VENTOS S.A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/03/2026;PAKISTAN - IMPORT;INNOVATIVE PRIVATE LIMITED;PAKISTAN;ERNESTO VENTOS S.A;SPAIN;29153990 - SATURATED ACYCLIC MONOCARBOXYLIC ACIDS AND THEIR ANHYDRIDE(..) ESTERS OF ACETIC ACID:OTHER ESTERS OF ACETIC ACID: OTHER: OTHER;GERANYL ACETATE BASF;180,00;KILOGRAMS;2.391,31;IMPORT;NOT DECLARED;DECLARATIONS;ERNESTO VENTOS S.A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/03/2026;PAKISTAN - IMPORT;INNOVATIVE PRIVATE LIMITED;PAKISTAN;ERNESTO VENTOS S.A;SPAIN;29151300 - SATURATED ACYCLIC MONOCARBOXYLIC ACIDS AND THEIR ANHYDRIDES, HALI(..) FORMIC ACID, ITS SALTS AND ESTERS:ESTERS OF FORMIC ACID;BENZYL FORMATE;10,00;KILOGRAMS;173,73;IMPORT;NOT DECLARED;DECLARATIONS;ERNESTO VENTOS S.A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/03/2026;PAKISTAN - IMPORT;INNOVATIVE PRIVATE LIMITED;PAKISTAN;ERNESTO VENTOS S.A;SPAIN;29151300 - SATURATED ACYCLIC MONOCARBOXYLIC ACIDS AND THEIR ANHYDRIDES, HALI(..) FORMIC ACID, ITS SALTS AND ESTERS:ESTERS OF FORMIC ACID;GERANYL FORMATE;10,00;KILOGRAMS;265,70;IMPORT;NOT DECLARED;DECLARATIONS;ERNESTO VENTOS S.A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/03/2026;PAKISTAN - IMPORT;INNOVATIVE PRIVATE LIMITED;PAKISTAN;ERNESTO VENTOS S.A;SPAIN;29142300 - KETONES AND QUINONES,(..) CYCLANIC, CYCLENIC OR CYCLOTERPENIC KETONES WITHOUT OTHER OXYGEN FUNCTION:IONONES AND METHYLIONONES;IONONE ALPHA;25,00;KILOGRAMS;459,87;IMPORT;NOT DECLARED;DECLARATIONS;ERNESTO VENTOS S.A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/03/2026;PAKISTAN - IMPORT;INNOVATIVE PRIVATE LIMITED;PAKISTAN;ERNESTO VENTOS S.A;SPAIN;29142300 - KETONES AND QUINONES,(..) CYCLANIC, CYCLENIC OR CYCLOTERPENIC KETONES WITHOUT OTHER OXYGEN FUNCTION:IONONES AND METHYLIONONES;IONONE BETA BASF;170,00;KILOGRAMS;2.119,48;IMPORT;NOT DECLARED;DECLARATIONS;ERNESTO VENTOS S.A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/03/2026;PAKISTAN - IMPORT;INNOVATIVE PRIVATE LIMITED;PAKISTAN;ERNESTO VENTOS S.A;SPAIN;29124900 - ALDEHYDES, WHETHER OR NOT WITH OTHER OXY(..) ALDEHYDE-ETHERS, ALDEHYDE-PHENOLS AND ALDEHYDES WITH OTHER OXYGEN FUNCTION:OTHER;CANTHOXAL IFF;75,00;KILOGRAMS;4.675,31;IMPORT;NOT DECLARED;DECLARATIONS;ERNESTO VENTOS S.A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/03/2026;PAKISTAN - IMPORT;INNOVATIVE PRIVATE LIMITED;PAKISTAN;ERNESTO VENTOS S.A;SPAIN;"29122900 - ALDEHYDES, WHETHER OR NOT WITH OTHER OXYGEN FUNCTION; CYCLIC POLYMER(..) CYCLIC ALDEHYDES WITHOUT OTHER OXYGEN FUNCTION:OTHER";MYRAC ALDEHYDE;5,00;KILOGRAMS;163,51;IMPORT;NOT DECLARED;DECLARATIONS;ERNESTO VENTOS S.A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/03/2026;PAKISTAN - IMPORT;INNOVATIVE PRIVATE LIMITED;PAKISTAN;ERNESTO VENTOS S.A;SPAIN;"29122900 - ALDEHYDES, WHETHER OR NOT WITH OTHER OXYGEN FUNCTION; CYCLIC POLYMER(..) CYCLIC ALDEHYDES WITHOUT OTHER OXYGEN FUNCTION:OTHER";PRECYCLEMONE B;25,00;KILOGRAMS;1.111,35;IMPORT;NOT DECLARED;DECLARATIONS;ERNESTO VENTOS S.A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/03/2026;PAKISTAN - IMPORT;INNOVATIVE PRIVATE LIMITED;PAKISTAN;ERNESTO VENTOS S.A;SPAIN;"29121900 - ALDEHYDES, WHETHER OR NOT WITH OTHER OXYGEN FUNCTION; CYCLIC POLYME(..) ACYCLIC ALDEHYDES WITHOUT OTHER OXYGEN FUNCTION:OTHER";MELONAL;5,00;KILOGRAMS;275,92;IMPORT;NOT DECLARED;DECLARATIONS;ERNESTO VENTOS S.A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/03/2026;PAKISTAN - IMPORT;INNOVATIVE PRIVATE LIMITED;PAKISTAN;ERNESTO VENTOS S.A;SPAIN;29143900 - KETONES AND QUINONES, WHETHER OR NOT WITH OTHER OXYGEN FUNCTION, AND(..) AROMATIC KETONES WITHOUT OTHER OXYGEN FUNCTION:OTHER;CELESTOLIDE IFF;25,00;KILOGRAMS;2.018,31;IMPORT;NOT DECLARED;DECLARATIONS;ERNESTO VENTOS S.A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/03/2026;PAKISTAN - IMPORT;INNOVATIVE PRIVATE LIMITED;PAKISTAN;ERNESTO VENTOS S.A;SPAIN;29142990 - KETONES AND QUINONES(..) CYCLANIC, CYCLENIC O(..) CYCLANIC, CYCLENIC OR CYCLOTERPENIC KETONES WITHOUT OTHER OXYGEN FUNCTION: OTHER(..);MENTHONE BASF;10,00;KILOGRAMS;296,36;IMPORT;NOT DECLARED;DECLARATIONS;ERNESTO VENTOS S.A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/03/2026;PAKISTAN - IMPORT;INNOVATIVE PRIVATE LIMITED;PAKISTAN;ERNESTO VENTOS S.A;SPAIN;29093000 - ETHERS, ETHER-ALCOHOLS, ETHER-PHEN(..) AROMATIC ETHERS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES;VETIMOSS;5,00;KILOGRAMS;587,61;IMPORT;NOT DECLARED;DECLARATIONS;ERNESTO VENTOS S.A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/03/2026;PAKISTAN - IMPORT;INNOVATIVE PRIVATE LIMITED;PAKISTAN;ERNESTO VENTOS S.A;SPAIN;29093000 - ETHERS, ETHER-ALCOHOLS, ETHER-PHEN(..) AROMATIC ETHERS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES;ANETHOLE SYNTHETIC;25,00;KILOGRAMS;332,12;IMPORT;NOT DECLARED;DECLARATIONS;ERNESTO VENTOS S.A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/03/2026;PAKISTAN - IMPORT;INNOVATIVE PRIVATE LIMITED;PAKISTAN;ERNESTO VENTOS S.A;SPAIN;29092000 - ETHERS, ETHER-ALCOHO(..) CYCLANIC, CYCLENIC OR CYCLOTERPENIC ETHERS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATE(..);ORANGE FLOWER ETHER IFF;10,00;KILOGRAMS;766,45;IMPORT;NOT DECLARED;DECLARATIONS;ERNESTO VENTOS S.A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/03/2026;PAKISTAN - IMPORT;INNOVATIVE PRIVATE LIMITED;PAKISTAN;ERNESTO VENTOS S.A;SPAIN;29062990 - CYCLIC ALCOHOLS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIV(..) AROMATIC:OTHER AROMATIC: OTHER: OTHER;MAJANTOL;25,00;KILOGRAMS;894,18;IMPORT;NOT DECLARED;DECLARATIONS;ERNESTO VENTOS S.A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/03/2026;PAKISTAN - IMPORT;INNOVATIVE PRIVATE LIMITED;PAKISTAN;ERNESTO VENTOS S.A;SPAIN;29062990 - CYCLIC ALCOHOLS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIV(..) AROMATIC:OTHER AROMATIC: OTHER: OTHER;DIMETHYL PHENYL ETHYL CARBINOL;10,00;KILOGRAMS;286,14;IMPORT;NOT DECLARED;DECLARATIONS;ERNESTO VENTOS S.A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/03/2026;PAKISTAN - IMPORT;INNOVATIVE PRIVATE LIMITED;PAKISTAN;ERNESTO VENTOS S.A;SPAIN;29061990 - CYCLIC ALCOHOLS AND THEIR HALO(..) CYCLANIC, CYCLENIC OR CYCLOTERPENIC:OTHER CYCLANIC, CYCLENIC OR CYCLOTERPENIC: OTHER: OTHER;NORLIMWOODNOLIMBANOL;25,00;KILOGRAMS;2.324,89;IMPORT;NOT DECLARED;DECLARATIONS;ERNESTO VENTOS S.A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/03/2026;PAKISTAN - IMPORT;INNOVATIVE PRIVATE LIMITED;PAKISTAN;ERNESTO VENTOS S.A;SPAIN;29061990 - CYCLIC ALCOHOLS AND THEIR HALO(..) CYCLANIC, CYCLENIC OR CYCLOTERPENIC:OTHER CYCLANIC, CYCLENIC OR CYCLOTERPENIC: OTHER: OTHER;ALCOHOL TCD DM;25,00;KILOGRAMS;536,51;IMPORT;NOT DECLARED;DECLARATIONS;ERNESTO VENTOS S.A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/03/2026;PAKISTAN - IMPORT;INNOVATIVE PRIVATE LIMITED;PAKISTAN;ERNESTO VENTOS S.A;SPAIN;29052200 - ACYCLIC ALCOHOLS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR(..) UNSATURATED MONOHYDRIC ALCOHOLS:ACYCLIC TERPENE ALCOHOLS;NEROL BASF;170,00;KILOGRAMS;2.953,37;IMPORT;NOT DECLARED;DECLARATIONS;ERNESTO VENTOS S.A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/03/2026;PAKISTAN - IMPORT;INNOVATIVE PRIVATE LIMITED;PAKISTAN;ERNESTO VENTOS S.A;SPAIN;29092000 - ETHERS, ETHER-ALCOHO(..) CYCLANIC, CYCLENIC OR CYCLOTERPENIC ETHERS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATE(..);AMBER CORE KAO;50,00;KILOGRAMS;970,83;IMPORT;NOT DECLARED;DECLARATIONS;ERNESTO VENTOS S.A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/03/2026;PAKISTAN - IMPORT;INNOVATIVE PRIVATE LIMITED;PAKISTAN;ERNESTO VENTOS S.A;SPAIN;29051990 - ACYCLIC ALCOHOLS AND THEIR HALOGENATED, SU(..) SATURATED MONOHYDRIC ALCOHOLS:OTHER SATURATED MONOHYDRIC ALCOHOLS: OTHER: OTHER;TETRAHYDROLINALOOL;170,00;KILOGRAMS;1.598,29;IMPORT;NOT DECLARED;DECLARATIONS;ERNESTO VENTOS S.A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/03/2026;PAKISTAN - IMPORT;INNOVATIVE PRIVATE LIMITED;PAKISTAN;ERNESTO VENTOS S.A;SPAIN;29021920 - CYCLIC HYDROCARBONS. CYCLANES, CYCLENES AND CYCLOTERPENES(..) CYCLANES, CYCLENES AND CYCLOTERPENES: OTHER: LIMONENE(DIPENTENE);LIMONENE-D NATURAL;1.044,00;KILOGRAMS;12.802,70;IMPORT;NOT DECLARED;DECLARATIONS;ERNESTO VENTOS S.A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/03/2026;PAKISTAN - IMPORT;M S JAYSON FOODS PVT LTD;PAKISTAN;ERNESTO VENTOS S.A;SPAIN;"33011300 - ESSENTIAL OILS (TERPENELESS OR NOT), INCLUDING CONCRETES AND ABSOLUTES; RESINOIDS(..) ESSENTIAL OILS OF CITRUS FRUIT:OF LEMON";LEMON  SPAIN FG - 25KG DRUMS;300,00;KILOGRAMS;5.323,37;IMPORT;NOT DECLARED;DECLARATIONS;ERNESTO VENTOS S.A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/03/2026;PAKISTAN - IMPORT;M S JAYSON FOODS PVT LTD;PAKISTAN;ERNESTO VENTOS S.A;BRAZIL;"33011200 - ESSENTIAL OILS (TERPENELESS OR NOT), INCLUDING CONCRETES AND ABSOLUTES; RESINOID(..) ESSENTIAL OILS OF CITRUS FRUIT:OF ORANGE";ORANGE OIL  BRAZIL;720,00;KILOGRAMS;10.648,83;IMPORT;NOT DECLARED;DECLARATIONS;ERNESTO VENTOS S.A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/03/2026;UKRAINE - IMPORT;??? ???????? ????????? ????? ??? 5 ? 01042 ? ???? ???????;UKRAINE;NOT DECLARED;MALAYSIA;"2915907090 - SATURATED ACYCLIC MONOCARBOXYLIC ACIDS AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS; THEIR (..) OTHER OTHER: OTHER";"??????? ????????? ????????????? ???????? ?? ?? ?????????, ????????????????, ?????????, ??????????????; ?? ????????????, ??????????, ????????? ??? ??????????? ???????: - ????: - - ????: - - - ????";5,00;KILOGRAMS;105,77;IMPORT;NOT CLASSIFIED;DECLARATIONS;ERNESTO VENTOS S A PASSEIG DE CAN SAGRERA N 38 POLIGON INDUSTRIAL SUD OEST SANT JUST DESV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/03/2026;UKRAINE - IMPORT;??? ???????? ????????? ????? ??? 5 ? 01042 ? ???? ???????;UKRAINE;NOT DECLARED;CHINA;2914409000 - KETONES AND QUINONES, WHETHER OR NOT WITH OTHER OXYGEN FUNCTION, AND THEIR HALO(..) KETONE-ALCOHOLS AND KETONE-ALDEHYDES OTHER;?????? ?? ??????, ?? ?????? ???? ??????? ??? ?? ??????? ???? ??????????? ????????????? ?????, ?? ?? ????????????, ??????????, ????????? ??? ??????????? ???????: - ???????????? ?? ???????????????: - - ????;10,00;KILOGRAMS;185,58;IMPORT;NOT CLASSIFIED;DECLARATIONS;ERNESTO VENTOS S A PASSEIG DE CAN SAGRERA N 38 POLIGON INDUSTRIAL SUD OEST SANT JUST DESV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
