Data;Fonte de Datos;Buyer;Buyer Country;Provedor;País do Provedor;Código HS;Descrição do produto;Quantidade;Unidade;Valor;Direção Comercial;Método de Transporte;Tipo de Comércio;Proveedor Declarado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/02/2026;COLOMBIA - IMPORT;VENTOS COLOMBIA S.A.S.;COLOMBIA;ERNESTO VENTOS;SPAIN;3302109000 - MIXTURES OF ODORIFEROUS SUBSTANCES AND MIXTURES (INCLUDING ALCOHOLIC (..) OF A KIND USED IN THE FOOD OR DRINK INDUSTRIES OTHER;"DO: 02260092, PEDIDO EMB 84, DECLARACION 28 DE 52, // FACTURA: P30247, FECHA: 13-01-2026, REG-50015895-20260127N FECHA DE 27-01-2026, VINVIMA-26-0011396 FECHA DE 27-01-2026, MERCANCIA NUEVA. PRODUCTO: V-COCOA FTNF, COMPOSICI¿N: VAINILLINA CAS: 121-33-5;ETHYL VANILLIN CAS: 121-32-4; PROPILEN GLICOL CAS: 57-55-6, ORIGEN: ARTIFICIAL, GRADOALCOH¿LICO VOLUM¿TRICO: 0.0%VOL, ASPECTO F¿SICO: LIQUIDO VISCOSO/SOLIDO, FORMA DE PRESENTACI¿N Y EMPAQUE: 1 TAMBOR METALICO DE 50KG., USO: INGREDIENTE SECUNDARIO DE USOINDUSTRIAL PARA SABORIZAR ALIMENTOS Y BEBIDAS DE USO HUMANO. SECTOR AL CUAL VA DIRIGIDO: INDUSTRIA ALIMENTARIA Y DE BEBIDAS., MARCA: VENTOS, REFERENCIA: SIN FERENCIA LOTE: L4682148. PAIS DE ORIGEN: ESPA¿A(245) 50 KILOGRAMO (ITEM 42)";50,00;KILOGRAMS;2.427,57;IMPORT;MARITIME;DECLARATIONS;ERNESTO VENTOS S.A.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/02/2026;COLOMBIA - IMPORT;VENTOS COLOMBIA S.A.S.;COLOMBIA;ERNESTO VENTOS;CHINA;2915399090 - SATURATED ACYCLIC MONOCARBOXYLIC ACIDS AND THEIR ANHYDRIDES, HALIDES, PEROXIDES A(..) ESTERS OF ACETIC ACID:OTHER OTHER: OTHER;DO: 02260092, PEDIDO EMB 84, DECLARACION 27 DE 52, // FACTURA: P30247, FECHA: 13-01-2026 NO REQUIERE REGISTRO DE IMPORTACION, NOS ACOGEMOS AL DECRETO 0925/2013, NOS ACOGEMOS AL DECRETO 272 DE 2018 GRAVAMEN 0%, MERCANCIA NUEVA. PRODUCTO: ACETATO DE 2-METILBUTILO, NOMBRE COMERCIAL: 2-METHYLBUTYL ACETATE, CHINA, NO. CAS (N¿MERO DE REGISTRO DEL CHEMICAL ABSTRACTS SERVICE): 624-41-9, CALIDAD: FD&C AL 100%, ASPECTO F¿SICO: LIQUIDO FLUIDO TRANSPARENTE, CONCENTRACI¿N: AL 100%, TIPO DE EMPAQUE: 1 TAMBOR PLASTICO DE 50KG., USO: INGREDIENTE SECUNDARIO DE USO INDUSTRIAL USADO POR PARTE DE LA INDUSTRIA INTERMEDIA EN LA FABRICACION DE FRAGANCIAS Y NO ES DE CONSUMO DIRECTO., MARCA: VENTOS LOTE: L4676019. MERCANCIA PELIGROSA UN1123 3 III PAIS DE ORIGEN: CHINA(215) 50KILOGRAMO (ITEM 40);50,00;KILOGRAMS;758,78;IMPORT;MARITIME;DECLARATIONS;ERNESTO VENTOS S.A.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/02/2026;COLOMBIA - IMPORT;VENTOS COLOMBIA S.A.S.;COLOMBIA;ERNESTO VENTOS;FRANCE;2926909000 - NITRILE -FUNCTION COMPOUNDS. OTHER OTHER;DO: 02260092, PEDIDO EMB 84, DECLARACION 26 DE 52, // FACTURA: P30247, FECHA: 13-01-2026, NOS ACOGEMOS AL DECRETO 2247 DE 2014 ACUERDO CON LA UNION EUROPEA, NOTA DE ORIGEN EN FACTURA COMERCIAL NO. DE AUTORIZACION ESEAOR19000171, MERCANCIA NUEVA. PRODUCTO: NITRILO CUMINICO, NOMBRE COMERCIAL: SPICENYLE (CUMINIC NITRILE) SYNAROME, NO. CAS (N¿MERO DE REGISTRO DEL CHEMICAL ABSTRACTS SERVICE): 13816-33-6, CALIDAD: FD&C AL 100%, ASPECTO F¿SICO: LIQUIDO FLUIDO TRANSPARENTE, CONCENTRACI¿N: AL 100%, TIPO DE EMPAQUE: 1 TAMBOR DE ALUMINIO DE 10KG., USO: MATERIA PRIMA USADA EN LA FABRICACION DE FRAGANCIAS PARA AROMATIZAR JABONERIA, DESODORANTES, AMBIENTADORES Y PRODUCTOS DE ASEO DOMESTICO.SECTOR AL CUAL VA DIRIGIDO: INDUSTRIA INTERMEDIA DE FRAGANCIAS, MARCA: VENTOSLOTE: L4677929. MERCANCIA PELIGROSA UN3082 9 III. PAIS DE ORIGEN: FRANCIA(275) 10 KILOGRAMO (ITEM 39);10,00;KILOGRAMS;3.995,24;IMPORT;MARITIME;DECLARATIONS;ERNESTO VENTOS S.A.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/02/2026;COLOMBIA - IMPORT;VENTOS COLOMBIA S.A.S.;COLOMBIA;ERNESTO VENTOS;GERMANY;2905199000 - ACYCLIC ALCOHOLS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERI(..) SATURATED MONOHYDRIC ALCOHOLS:OTHER OTHER;DO: 02260092, PEDIDO EMB 84, DECLARACION 25 DE 52, // FACTURA: P30247, FECHA: 13-01-2026, NOS ACOGEMOS AL DECRETO 2247 DE 2014 ACUERDO CON LA UNION EUROPEA, NOTA DE ORIGEN EN FACTURA COMERCIAL NO. DE AUTORIZACION ESEAOR19000171, MERCANCIA NUEVA. PRODUCTO: 2-CICLODODECIL-1-PROPANOL, NOMBRE COMERCIAL: HYDROXYAMBRAN, NO. CAS (N¿MERO DE REGISTRO DEL CHEMICAL ABSTRACTS SERVICE): 118562-73-5, CALIDAD: FD&C AL 100%, ASPECTO F¿SICO: LIQUIDO / SOLIDO, CONCENTRACI¿N: AL 100%, TIPO DE EMPAQUE: 5 BIDONES DE 5KG. CADA UNO., USO: INGREDIENTE SECUNDARIO DE USO INDUSTRIAL USADO POR PARTE DE LA INDUSTRIA INTERMEDIA EN LA FABRICACION DE FRAGANCIAS Y NO ES DE CONSUMO DIRECTO., MARCA: VENTOS LOTE: L4679751. MERCANCIA PELIGROSA UN3077 9 III PAIS DE ORIGEN: ALEMANIA(023) 25KILOGRAMO (ITEM 37);25,00;KILOGRAMS;5.108,02;IMPORT;MARITIME;DECLARATIONS;ERNESTO VENTOS S.A.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/02/2026;COLOMBIA - IMPORT;VENTOS COLOMBIA S.A.S.;COLOMBIA;ERNESTO VENTOS;CHINA;2918119000 - CARBOXYLIC ACIDS WIT(..) CARBOXYLIC ACIDS WITH ALCOHOL FUNCTION BUT WITHOUT OTHER OXYGEN FUNCTION, THEIR ANHYDRIDES, HAL(..) OTHER;DO: 02260092, PEDIDO EMB 84, DECLARACION 24 DE 52, // FACTURA: P30247, FECHA: 13-01-2026 NO REQUIERE REGISTRO DE IMPORTACION, NOS ACOGEMOS AL DECRETO 0925/2013, NOS ACOGEMOS AL DECRETO 272 DE 2018 GRAVAMEN 0%, MERCANCIA NUEVA, PRODUCTO: FRESCOLAT ML, NOMBRE COMERCIAL: L-MENTHYL LACTATE, NO. CAS (N¿MERO DE REGISTRO DEL CHEMICAL ABSTRACTSSERVICE): 59259-38-0, CALIDAD: FD&C AL 100%, ASPECTO F¿SICO: CRISTALES, CONCENTRACI¿N: AL 100%, TIPO DE EMPAQUE: 1 TAMBOR DE FIBRA DE 25KG., USO: INGREDIENTE SECUNDARIO DE USO INDUSTRIAL USADO POR PARTE DE LA INDUSTRIA INTERMEDIA EN LA FABRICACION DE FRAGANCIAS Y NO ES DE CONSUMO DIRECTO., MARCA: VENTOS LOTE: L4667527. PAIS DE ORIGEN: CHINA(215) 25 KILOGRAMO (ITEM 33);25,00;KILOGRAMS;1.030,30;IMPORT;MARITIME;DECLARATIONS;ERNESTO VENTOS S.A.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/02/2026;COLOMBIA - IMPORT;VENTOS COLOMBIA S.A.S.;COLOMBIA;ERNESTO VENTOS;INDIA;2918230000 - CARBOXYLIC ACIDS WIT(..) CARBOXYLIC ACIDS WITH PHENOL FUNCTION BUT WITHOUT OTHER OXYGEN FUNCTION, THEIR ANHYDRIDES, HALIDES, (..);DO: 02260092, PEDIDO EMB 84, DECLARACION 23 DE 52, // FACTURA: P30247, FECHA: 13-01-2026, NO REQUIERE REGISTRO DE IMPORTACION, NOS ACOGEMOS AL DECRETO 0925/2013, NOS ACOGEMOS AL DECRETO 272 DE 2018 GRAVAMEN 0%, MERCANCIA NUEVA. PRODUCTO: ORTO-HIDROXIBENZOATO DE 2-FENILETILO, NOMBRE COMERCIAL: PHENYL ETHYL SALICYLATE, NO. CAS (N¿MERO DE REGISTRO DEL CHEMICAL ABSTRACTS SERVICE): 87-22-9, CALIDAD: FD&C AL 100%, ASPECTO F¿SICO: SOLIDO CRISTALINO, CONCENTRACI¿N: AL 100%, TIPO DE EMPAQUE: 1 TAMBOR PLASTICO DE 25KG., USO: INGREDIENTE SECUNDARIO DE USO INDUSTRIAL USADO POR PARTE DE LA INDUSTRIA INTERMEDIA EN LA FABRICACION DE FRAGANCIAS Y NO ES DE CONSUMO DIRECTO., MARCA: VENTOS LOTE: L4656657. MERCANCIA PELIGROSA UN3077 9 III PAIS DE ORIGEN: INDIA(361) 25KILOGRAMO (ITEM 32);25,00;KILOGRAMS;587,76;IMPORT;MARITIME;DECLARATIONS;ERNESTO VENTOS S.A.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/02/2026;COLOMBIA - IMPORT;VENTOS COLOMBIA S.A.S.;COLOMBIA;ERNESTO VENTOS;INDIA;2909509000 - ETHERS, ETHER-ALCOHO(..) ETHER-PHENOLS, ETHER-ALCOHOL-PHENOLS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED(..) OTHER;DO: 02260092, PEDIDO EMB 84, DECLARACION 22 DE 52, // FACTURA: P30247, FECHA: 13-01-2026, NO REQUIERE REGISTRO DE IMPORTACION, NOS ACOGEMOS AL DECRETO 0925/2013, NOS ACOGEMOS AL DECRETO 1881 DE 2021 GRAVAMEN 0%, MERCANCIA NUEVA. PRODUCTO: 2-METOXIFENOL, NOMBRE COMERCIAL: GUAIACOL, NO. CAS (N¿MERO DE REGISTRO DEL CHEMICAL ABSTRACTS SERVICE): 90-05-1, CALIDAD: FD&C AL 100%, ASPECTO F¿SICO: LIQUIDO FLUIDO TRANSPARENTE / SOLIDO, CONCENTRACI¿N: AL 100%, TIPO DE EMPAQUE: 1 TAMBOR PLASTICO DE 25KG., USO: INGREDIENTE SECUNDARIO DE USO INDUSTRIAL USADO POR PARTE DE LA INDUSTRIA INTERMEDIA EN LA FABRICACION DE FRAGANCIAS Y NO ES DE CONSUMO DIRECTO, MARCA: VENTOS LOTE: L4657090. PAISDE ORIGEN: INDIA(361) 25 KILOGRAMO (ITEM 31);25,00;KILOGRAMS;290,77;IMPORT;MARITIME;DECLARATIONS;ERNESTO VENTOS S.A.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/02/2026;COLOMBIA - IMPORT;VENTOS COLOMBIA S.A.S.;COLOMBIA;ERNESTO VENTOS;HAITI;3301299000 - ESSENTIAL OILS (TERPENELESS OR NOT), INCLUDING CONCRETES AND A(..) ESSENTIAL OILS OTHER THAN THOSE OF CITRUS FRUIT:OTHER OTHER;DO: 02260092, PEDIDO EMB 84, DECLARACION 21 DE 52, // FACTURA: P30247, FECHA: 13-01-2026, NO REQUIERE REGISTRO DE IMPORTACION, NOS ACOGEMOS AL DECRETO 0925/2013, MERCANCIA NUEVA, PRODUCTO: VETIVER OIL, HAITI, ORIGEN: EL ACEITE ESENCIAL DE VETIVER SE OBTIENE PRINCIPALMENTE MEDIANTE LA DESTILACI¿N AL VAPOR (O HIDRODESTILACI¿N) DE LAS RA¿CESY RAICILLAS DE LA PLANTA CHRYSOPOGON ZIZANIOIDES, ASPECTO F¿SICO: LIQUIDO VISCOSO, FORMA DE PRESENTACI¿N Y EMPAQUE: 1 TAMBOR PLASTICO DE 25KG., USO: INGREDIENTE SECUNDARIO DE USO INDUSTRIAL USADO POR PARTE DE LA INDUSTRIA INTERMEDIA EN LA FABRICACION DE FRAGANCIAS Y NO ES DE CONSUMO DIRECTO., MARCA: VENTOS, REFERENCIA: SIN FERENCIA LOTE: L4687096. MERCANCIA PELIGROSA UN3082 9 III PAIS DE ORIGEN: HAIT¿(341) 25 KILOGRAMO (ITEM 29), PRODUCTO: GINGER OIL, ORIGEN: EL ACEITE ESENCIAL DE JENGIBRE (ZINGIBER OFFICINALE) SE OBTIENE PRINCIPALMENTE MEDIANTE LA DESTILACI¿N POR ARRASTRE DE VAPOR DE LOS RIZOMAS FRESCOS O SECOS, ASPECTO F¿SICO: LIQUIDO FLUIDO TRANSPARENTE, FORMA DE PRESENTACI¿N YEMPAQUE: 1 TAMBOR METALICO DE 50KG., USO: INGREDIENTE SECUNDARIO DE USO INDUSTRIAL PARA LA ELABORACION DE SABORES POR PARTE DE LA INDUSATRIA INTERMEDIA Y NO ES DE CONSUMO DIRECTO., MARCA: GIVAUDAN, REFERENCIA: SIN FERENCIA LOTE: L4681423, MERCANCIA PELIGROSA UN3082 9 III. PAIS DE ORIGEN: CHINA(215) 50 KILOGRAMO (ITEM 30), PRODUCTO: CEDARWOODOIL ASIA, ORIGEN: EL ACEITE ESENCIAL DE CEDRO SE OBTIENE PRINCIPALMENTE MEDIANTE LA DESTILACI¿N POR ARRASTRE DE VAPOR DE LA MADERA, CORTEZA, RA¿CES Y, A VECES, HOJAS DE DIVERSAS ESPECIES DE ¿RBOLES DE CEDRO (COMO CEDRUS ATLANTICA O JUNIPERUS VIRGINIANA)., ASPECTO F¿SICO: LIQUIDO ALGO VISCOSO TRANSPARENTE, FORMA DE PRESENTACI¿N Y EMPAQUE: 1 TAMBOR PLASTICO DE 25KG., USO: INGREDIENTE SECUNDARIO DE USO INDUSTRIAL USADO POR PARTE DE LA INDUSTRIA INTERMEDIA EN LA FABRICACION DE FRAGANCIAS Y NO ES DE CONSUMO DIRECTO, MARCA: VENTOS, REFERENCIA: SIN FERENCIA LOTE: L4550761. MERCANCIA PELIGROSA UN1760 8 III PAIS DE ORIGEN: CHINA(215) 25 KILOGRAMO (ITEM 38), PRODUCTO: GERANIUM OIL, BOURBON,ORIGEN: EL ACEITE ESENCIAL DE GERANIO SE EXTRAE MEDIANTE DESTILACI¿N POR ARRASTRE DE VAPOR DE LAS HOJAS, TALLOS Y A VECES FLORES DE LA PLANTA DE GERANIO (PELARGONIUM GRAVEOLENS)., ASPECTO F¿SICO: LIQUIDO FLUIDO TRANSPARENTE, FORMADE PRESENTACI¿N Y EMPAQUE: 1 TAMBOR POR 25KG., USO: INGREDIENTE SECUNDARIO DE USO INDUSTRIAL USADO POR PARTE DE LAINDUSTRIA INTERMEDIA EN LA FABRICACION DE FRAGANCIAS Y NO ES DE CONSUMO DIRECTO., MARCA: VENTOS, REFERENCIA: SIN FERENCIA LOTE: L4687097. MERCANCIA PELIGROSA UN3082 9 III. PAIS DE ORIGEN: MADAGASCAR(450) 25 KILOGRAMO (ITEM 44), PRODUCTO: FENUGREEK ABSOLUTE, ORIGEN: EL ABSOLUTO DE FENOGRECO SE OBTIENE PRINCIPALMENTE MEDIANTE EXTRACCI¿N POR DISOLVENTES (COMO HEXANO O ETANOL), ASPECTO F¿SICO: LIQUIDO VISCOSO, FORMA DE PRESENTACI¿N Y EMPAQUE: 1 BIDON DE ALUMINIO DE 5KG., USO: INGREDIENTE SECUNDARIO DE USO INDUSTRIAL USADO POR PARTE DE LA INDUSTRIA INTERMEDIA EN LA FABRICACION DE FRAGANCIAS Y NO ES DE CONSUMO DIRECTO., MARCA: VENTOS, REFERENCIA: SIN FERENCIA LOTE: L4667072. PAIS DE ORIGEN: MARRUECOS(474) 5 KILOGRAMO (ITEM 48);130,00;KILOGRAMS;19.900,47;IMPORT;MARITIME;DECLARATIONS;ERNESTO VENTOS S.A.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/02/2026;COLOMBIA - IMPORT;VENTOS COLOMBIA S.A.S.;COLOMBIA;ERNESTO VENTOS;INDIA;2916390000 - UNSATURATED       AC(..) AROMATIC MONOCARBOXYLIC ACIDS, THEIR ANHYDRIDES, HALIDES, PEROXIDES, PEROXYACIDS AND THEIR DERIVATIV(..);DO: 02260092, PEDIDO EMB 84, DECLARACION 20 DE 52, // FACTURA: P30247, FECHA: 13-01-2026, NO REQUIERE REGISTRO DE IMPORTACION, NOS ACOGEMOS AL DECRETO 0925/2013, NOS ACOGEMOS AL DECRETO 272 DE 2018 GRAVAMEN 0%, MERCANCIA NUEVA. PRODUCTO: ETHYL 2-PHENYLACETATE, NOMBRE COMERCIAL: METHYL PHENYLACETATE, NO. CAS (N¿MERO DE REGISTRO DEL CHEMICAL ABSTRACTS SERVICE): 101-41-7, CALIDAD: FD&C AL 100%, ASPECTO F¿SICO: LIQUIDO FLUIDO TRANSPARENTE, CONCENTRACI¿N: AL 100%, TIPO DE EMPAQUE: 1 TAMBOR METALICO DE 215KG., USO: MATERIA PRIMA USADA EN LA FABRICACION DE FRAGANCIAS PARA AROMATIZAR JABONERIA, DESODORANTES, AMBIENTADORES Y PRODUCTOS DE ASEO DOMESTICO. SECTOR AL CUAL VA DIRIGIDO: INDUSTRIA INTERMEDIA DE FRAGANCIAS, MARCA: VENTOS LOTE: L4671841. PAIS DE ORIGEN: INDIA(361) 215 KILOGRAMO (ITEM 27);215,00;KILOGRAMS;1.707,79;IMPORT;MARITIME;DECLARATIONS;ERNESTO VENTOS S.A.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/02/2026;COLOMBIA - IMPORT;VENTOS COLOMBIA S.A.S.;COLOMBIA;ERNESTO VENTOS;BRAZIL;"3301120000 - ESSENTIAL OILS (TERPENELESS OR NOT), INCLUDING CONCRETES AND ABSOLUTES; RESINOID(..) ESSENTIAL OILS OF CITRUS FRUIT:OF ORANGE";DO: 02260092, PEDIDO EMB 84, DECLARACION 19 DE 52, // FACTURA: P30247, FECHA: 13-01-2026, NO REQUIERE REGISTRO DE IMPORTACION, NOS ACOGEMOS AL DECRETO 0925/2013, MERCANCIA NUEVA, PRODUCTO: ACEITE ESENCIAL DE NARANJA, NOMBRE COMERCIAL: SINESAL NATURAL(EX ORANGE), ORIGEN: EL ACEITE ESENCIAL DE NARANJA SE OBTIENE PRINCIPALMENTE DE LA C¿SCARA (PERICARPIO) DEL FRUTO CITRUS SINENSIS MEDIANTE EL M¿TODO DE PRENSADO EN FR¿O, ASPECTO F¿SICO: LIQUIDO FLUIDO TRANSPARENTE, FORMA DE PRESENTACI¿N Y EMPAQUE: 2BIDONES DE ALUMINIO DE 1KG. CADA UNO., USO: INGREDIENTE SECUNDARIO DE USO INDUSTRIAL USADO POR PARTE DE LA INDUSTRIA INTERMEDIA EN LA FABRICACION DE FRAGANCIAS Y NO ES DE CONSUMO DIRECTO., MARCA: VENTOS, REFERENCIA: SIN FERENCIA LOTE: L4683691. MERCANCIA PELIGROSA UN1993 3 III PAIS DE ORIGEN: REINO UNIDO(628) 2 KILOGRAMO (ITEM 25), PRODUCTO: ORANGE OIL 5X, ORIGEN: EL ACEITE ESENCIAL DE NARANJA SE OBTIENE PRINCIPALMENTE MEDIANTE PRESI¿N EN FR¿O DE LA C¿SCARA DE LA FRUTA., ASPECTO F¿SICO: LIQUIDO FLUIDO TRANSPARENTE, FORMA DEPRESENTACI¿N Y EMPAQUE: 1 TAMBOR METALICO DE 180KG. Y 1 TAMBOR PLASTICO DE 50KG., USO: MATERIA PRIMA PARA LA ELABORACION DE SABORES POR PARTE DE LA INDUSTRIA INTERMEDIA POR LO TANTO NO SON PRODUCTOS DE CONSUMO DIRECTO., MARCA: VENTOS, REFERENCIA: SIN FERENCIA LOTE: L4687098 180KG. Y LOTE: L4687099. 50KG. MERCANCIA PELIGROSA UN1197 3 III. PAISDE ORIGEN: BRASIL(105) 230 KILOGRAMO (ITEM 70);232,01;KILOGRAMS;17.114,88;IMPORT;MARITIME;DECLARATIONS;ERNESTO VENTOS S.A.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/02/2026;COLOMBIA - IMPORT;VENTOS COLOMBIA S.A.S.;COLOMBIA;ERNESTO VENTOS;SPAIN;3301293000 - ESSENTIAL OILS (TERPENELESS OR NOT), INCL(..) ESSENTIAL OILS OTHER THAN THOSE OF CITRUS FRUIT:OTHER OF LAVENDER OR OF LAVANDIN;DO: 02260092, PEDIDO EMB 84, DECLARACION 18 DE 52, // FACTURA: P30247, FECHA: 13-01-2026, NOS ACOGEMOS AL DECRETO 2247 DE 2014 ACUERDO CON LA UNION EUROPEA, NOTA DE ORIGEN EN FACTURA COMERCIAL NO. DE AUTORIZACION ESEAOR19000171, MERCANCIA NUEVA, PRODUCTO: LAVANDIN OIL, ABRIALIS, ORIGEN: EL ACEITE ESENCIAL DE LAVANDA SE OBTIENE POR ARRASTREDE VAPOR DE LA PLANTA DE LAV¿NDULA ANGUSTIFOLIA., ASPECTO F¿SICO: LIQUIDO, FORMA DE PRESENTACI¿N Y EMPAQUE: 1 TAMBOR METALICO DE 100KG., USO: INGREDIENTE SECUNDARIO DE USO INDUSTRIAL USADO POR PARTE DE LA INDUSTRIA INTERMEDIA EN LA FABRICACION DE FRAGANCIAS Y NO ES DE CONSUMO DIRECTO, MARCA: VENTOS, REFERENCIA: SIN FERENCIA LOTE: L4684157. PAIS DE ORIGEN: ESPA¿A(245) 100 KILOGRAMO (ITEM 22);100,00;KILOGRAMS;3.236,73;IMPORT;MARITIME;DECLARATIONS;ERNESTO VENTOS S.A.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
